,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
1242,,12226076,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL1182777,,CHEMBL1182777,,False,http://qudt.org/vocab/unit#Percent,1763582,=,1,False,=,,Residual Activity,%,,105.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,105.0
1243,,12226077,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL478629,DORSOMORPHIN,CHEMBL478629,,False,http://qudt.org/vocab/unit#Percent,1763583,=,1,False,=,,Residual Activity,%,,81.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,81.0
1244,,12226078,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL410456,,CHEMBL410456,,False,http://qudt.org/vocab/unit#Percent,1763584,=,1,False,=,,Residual Activity,%,,112.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,112.0
1245,,12226079,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL258721,,CHEMBL258721,,False,http://qudt.org/vocab/unit#Percent,1763585,=,1,False,=,,Residual Activity,%,,104.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,104.0
1246,,12226080,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC(=O)O/N=C1C(=C2\C(=O)Nc3cc(Br)ccc32)\Nc2ccccc2\1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL2218941,,CHEMBL2218941,,False,http://qudt.org/vocab/unit#Percent,1763586,=,1,False,=,,Residual Activity,%,,86.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,86.0
1247,,12226081,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL191384,,CHEMBL191384,,False,http://qudt.org/vocab/unit#Percent,1763587,=,1,False,=,,Residual Activity,%,,80.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,80.0
1248,,12226082,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL1240885,,CHEMBL1240885,,False,http://qudt.org/vocab/unit#Percent,1763588,=,1,False,=,,Residual Activity,%,,88.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,88.0
1249,,12226083,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CCc1nc(-c2ccc(OC)cc2)[nH]c1-c1ccncc1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL278724,SB-202474,CHEMBL278724,,False,http://qudt.org/vocab/unit#Percent,1763589,=,1,False,=,,Residual Activity,%,,109.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,109.0
1250,,12226084,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL258805,SU-9516,CHEMBL258805,,False,http://qudt.org/vocab/unit#Percent,1763590,=,1,False,=,,Residual Activity,%,,91.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,91.0
1251,,12226085,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C(O)/C=C/c1cc(Br)c(Br)c(Br)c1Br,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL270724,,CHEMBL270724,,False,http://qudt.org/vocab/unit#Percent,1763591,=,1,False,=,,Residual Activity,%,,114.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,114.0
1252,,12226086,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,N/C(=N\[N+](=O)[O-])N/N=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL221271,,CHEMBL221271,,False,http://qudt.org/vocab/unit#Percent,1763592,=,1,False,=,,Residual Activity,%,,100.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,100.0
1253,,12226087,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cnccn1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL272629,,CHEMBL272629,,False,http://qudt.org/vocab/unit#Percent,1763593,=,1,False,=,,Residual Activity,%,,87.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,87.0
1254,,12226088,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL233001,GW620972X,CHEMBL233001,,False,http://qudt.org/vocab/unit#Percent,1763594,=,1,False,=,,Residual Activity,%,,96.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,96.0
1255,,12226089,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL522502,,CHEMBL522502,,False,http://qudt.org/vocab/unit#Percent,1763595,=,1,False,=,,Residual Activity,%,,88.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,88.0
1256,,12226090,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL278041,SB-202190,CHEMBL278041,,False,http://qudt.org/vocab/unit#Percent,1763596,=,1,False,=,,Residual Activity,%,,107.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,107.0
1257,,12226091,[],CHEMBL2219221,"Millipore: Percentage of residual kinase activity of IRAK4 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL200381,,CHEMBL200381,,False,http://qudt.org/vocab/unit#Percent,1763597,=,1,False,=,,Residual Activity,%,,64.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,64.0
1258,,12226092,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL2218926,,CHEMBL2218926,,False,http://qudt.org/vocab/unit#Percent,1763440,=,1,False,=,,Residual Activity,%,,92.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,92.0
1259,,12226093,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL266487,RO-316233,CHEMBL266487,,False,http://qudt.org/vocab/unit#Percent,1763441,=,1,False,=,,Residual Activity,%,,27.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,27.0
1260,,12226094,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL387187,,CHEMBL387187,,False,http://qudt.org/vocab/unit#Percent,1763442,=,1,False,=,,Residual Activity,%,,80.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,80.0
1261,,12226095,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL439259,,CHEMBL439259,,False,http://qudt.org/vocab/unit#Percent,1763443,=,1,False,=,,Residual Activity,%,,86.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,86.0
1262,,12226096,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL53753,,CHEMBL53753,,False,http://qudt.org/vocab/unit#Percent,1763444,=,1,False,=,,Residual Activity,%,,61.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,61.0
1263,,12226097,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Nc1ncnc2c1cnn2-c1ccccc1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL65063,,CHEMBL65063,,False,http://qudt.org/vocab/unit#Percent,1763445,=,1,False,=,,Residual Activity,%,,84.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,84.0
1264,,12226098,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL104279,,CHEMBL104279,,False,http://qudt.org/vocab/unit#Percent,1763446,=,1,False,=,,Residual Activity,%,,-1.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,-1.0
1265,,12226099,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL7917,TYRPHOSTIN AG-1478,CHEMBL7917,,False,http://qudt.org/vocab/unit#Percent,1763447,=,1,False,=,,Residual Activity,%,,5.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,5.0
1266,,12226100,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL2218927,,CHEMBL2218927,,False,http://qudt.org/vocab/unit#Percent,1763448,=,1,False,=,,Residual Activity,%,,70.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,70.0
1267,,12226101,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL174426,,CHEMBL174426,,False,http://qudt.org/vocab/unit#Percent,1763449,=,1,False,=,,Residual Activity,%,,46.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,46.0
1268,,12228640,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL203644,,CHEMBL203644,,False,http://qudt.org/vocab/unit#Percent,1763450,=,1,False,=,,Residual Activity,%,,98.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,98.0
1269,,12228641,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL379787,,CHEMBL379787,,False,http://qudt.org/vocab/unit#Percent,1763451,=,1,False,=,,Residual Activity,%,,15.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,15.0
1270,,12228642,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL188762,,CHEMBL188762,,False,http://qudt.org/vocab/unit#Percent,1763452,=,1,False,=,,Residual Activity,%,,91.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,91.0
1271,,12228643,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL573578,,CHEMBL573578,,False,http://qudt.org/vocab/unit#Percent,1763453,=,1,False,=,,Residual Activity,%,,81.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,81.0
1272,,12228644,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,NCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL471901,,CHEMBL471901,,False,http://qudt.org/vocab/unit#Percent,1763454,=,1,False,=,,Residual Activity,%,,51.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,51.0
1273,,12228645,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL86943,,CHEMBL86943,,False,http://qudt.org/vocab/unit#Percent,1763455,=,1,False,=,,Residual Activity,%,,49.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,49.0
1274,,12228646,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL1186409,,CHEMBL1186409,,False,http://qudt.org/vocab/unit#Percent,1763456,=,1,False,=,,Residual Activity,%,,78.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,78.0
1275,,12228647,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL13045,CHELERYTHRINE,CHEMBL13045,,False,http://qudt.org/vocab/unit#Percent,1763457,=,1,False,=,,Residual Activity,%,,83.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,83.0
1276,,12228648,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL210833,,CHEMBL210833,,False,http://qudt.org/vocab/unit#Percent,1763458,=,1,False,=,,Residual Activity,%,,52.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,52.0
1277,,12228649,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL21156,,CHEMBL21156,,False,http://qudt.org/vocab/unit#Percent,1763459,=,1,False,=,,Residual Activity,%,,53.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,53.0
1278,,12228650,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,CCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL266325,,CHEMBL266325,,False,http://qudt.org/vocab/unit#Percent,1763460,=,1,False,=,,Residual Activity,%,,108.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,108.0
1279,,12228651,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL7939,CGP-53353,CHEMBL7939,,False,http://qudt.org/vocab/unit#Percent,1763461,=,1,False,=,,Residual Activity,%,,110.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,110.0
1280,,12228652,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=[N+]([O-])/C=C/c1ccc2c(c1)OCO2,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL596380,,CHEMBL596380,,False,http://qudt.org/vocab/unit#Percent,1763462,=,1,False,=,,Residual Activity,%,,107.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,107.0
1281,,12228653,[],CHEMBL2219222,"Millipore: Percentage of residual kinase activity of IRAK4 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA",B,,,BAO_0001103,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,,,CHEMBL2218924,Biochem. J.,2013.0,,CHEMBL101683,,CHEMBL101683,,False,http://qudt.org/vocab/unit#Percent,1763463,=,1,False,=,,Residual Activity,%,,92.0,CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,9606,,,Residual Activity,%,UO_0000187,,92.0
