,Unnamed: 0,cpd_str_alert_id,molecule_chembl_id,alert.alert_id,alert.alert_name,alert.alert_set.priority,alert.alert_set.set_name,alert.smarts
12306,306,49316928,CHEMBL3617861,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3557,557,49308179,CHEMBL221298,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15446,446,49320068,CHEMBL312782,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
1412,412,49306034,CHEMBL309968,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14272,272,49318894,CHEMBL4471656,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1500,500,49306122,CHEMBL88057,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19246,246,49323868,CHEMBL578968,7,R7 Peroxides,8,Glaxo,OO
10642,642,49315264,CHEMBL2397802,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15372,372,49319994,CHEMBL17255,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11989,989,49316611,CHEMBL3359306,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12163,163,49316785,CHEMBL3561804,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12707,707,49317329,CHEMBL3786935,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14244,244,49318866,CHEMBL4463748,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18446,446,49323068,CHEMBL443226,7,R7 Peroxides,8,Glaxo,OO
17415,415,49322037,CHEMBL4594164,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
5591,591,49310213,CHEMBL1083294,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14851,851,49319473,CHEMBL331290,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
2871,871,49307493,CHEMBL349569,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4550,550,49309172,CHEMBL479226,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5364,364,49309986,CHEMBL608193,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15630,630,49320252,CHEMBL212868,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
15124,124,49319746,CHEMBL4297433,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
9970,970,49314592,CHEMBL2269208,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7918,918,49312540,CHEMBL1868185,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11146,146,49315768,CHEMBL3187934,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8412,412,49313034,CHEMBL1974618,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11190,190,49315812,CHEMBL3219573,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2519,519,49307141,CHEMBL148077,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19150,150,49323772,CHEMBL549425,7,R7 Peroxides,8,Glaxo,OO
9241,241,49313863,CHEMBL2059767,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14902,902,49319524,CHEMBL1300263,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
484,484,49305106,CHEMBL30907,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10953,953,49315575,CHEMBL3142619,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1818,818,49306440,CHEMBL111373,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14013,13,49318635,CHEMBL4289896,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16200,200,49320822,CHEMBL2112819,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
15565,565,49320187,CHEMBL354008,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11608,608,49316230,CHEMBL3277012,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4910,910,49309532,CHEMBL477293,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2243,243,49306865,CHEMBL134958,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17941,941,49322563,CHEMBL335833,7,R7 Peroxides,8,Glaxo,OO
3329,329,49307951,CHEMBL193160,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16003,3,49320625,CHEMBL1975931,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
16341,341,49320963,CHEMBL3142643,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
4665,665,49309287,CHEMBL448994,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4013,13,49308635,CHEMBL246487,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7862,862,49312484,CHEMBL1829815,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3457,457,49308079,CHEMBL206423,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10435,435,49315057,CHEMBL2338757,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2476,476,49307098,CHEMBL145384,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2758,758,49307380,CHEMBL155026,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8409,409,49313031,CHEMBL1974352,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19449,449,49324071,CHEMBL1169554,7,R7 Peroxides,8,Glaxo,OO
9349,349,49313971,CHEMBL2110978,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18821,821,49323443,CHEMBL522484,7,R7 Peroxides,8,Glaxo,OO
2782,782,49307404,CHEMBL155168,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11307,307,49315929,CHEMBL3238134,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17688,688,49322310,CHEMBL74084,7,R7 Peroxides,8,Glaxo,OO
2905,905,49307527,CHEMBL161737,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3841,841,49308463,CHEMBL242729,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7824,824,49312446,CHEMBL1813925,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17123,123,49321745,CHEMBL2323396,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
92,92,49304714,CHEMBL12167,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16490,490,49321112,CHEMBL3144326,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
12501,501,49317123,CHEMBL3732105,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16301,301,49320923,CHEMBL2333858,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
9076,76,49313698,CHEMBL2009241,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6398,398,49311020,CHEMBL1337501,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8407,407,49313029,CHEMBL1974245,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16423,423,49321045,CHEMBL3143211,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
18533,533,49323155,CHEMBL260466,7,R7 Peroxides,8,Glaxo,OO
16321,321,49320943,CHEMBL2436072,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
10847,847,49315469,CHEMBL3094025,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9170,170,49313792,CHEMBL2042560,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18030,30,49322652,CHEMBL421754,7,R7 Peroxides,8,Glaxo,OO
7359,359,49311981,CHEMBL1672674,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
484,484,49305106,CHEMBL30907,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15602,602,49320224,CHEMBL184192,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
16276,276,49320898,CHEMBL2303896,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
7610,610,49312232,CHEMBL1774702,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12922,922,49317544,CHEMBL3934779,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13111,111,49317733,CHEMBL4063515,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9240,240,49313862,CHEMBL2059764,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2738,738,49307360,CHEMBL153866,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13410,410,49318032,CHEMBL4104950,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6165,165,49310787,CHEMBL1271866,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18345,345,49322967,CHEMBL387182,7,R7 Peroxides,8,Glaxo,OO
706,706,49305328,CHEMBL37510,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1205,205,49305827,CHEMBL308427,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10015,15,49314637,CHEMBL2270322,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8299,299,49312921,CHEMBL1969004,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7121,121,49311743,CHEMBL1610614,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12053,53,49316675,CHEMBL3409854,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1135,135,49305757,CHEMBL67150,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12955,955,49317577,CHEMBL3945555,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7942,942,49312564,CHEMBL1874383,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9226,226,49313848,CHEMBL2051937,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5562,562,49310184,CHEMBL1098015,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15060,60,49319682,CHEMBL4060029,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
17716,716,49322338,CHEMBL312603,7,R7 Peroxides,8,Glaxo,OO
9866,866,49314488,CHEMBL2262980,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7790,790,49312412,CHEMBL1812331,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2831,831,49307453,CHEMBL346043,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17974,974,49322596,CHEMBL336733,7,R7 Peroxides,8,Glaxo,OO
13930,930,49318552,CHEMBL4281524,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18252,252,49322874,CHEMBL359994,7,R7 Peroxides,8,Glaxo,OO
16033,33,49320655,CHEMBL1985589,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
19061,61,49323683,CHEMBL508135,7,R7 Peroxides,8,Glaxo,OO
6201,201,49310823,CHEMBL1276597,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18486,486,49323108,CHEMBL232326,7,R7 Peroxides,8,Glaxo,OO
11337,337,49315959,CHEMBL3246925,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11045,45,49315667,CHEMBL3144438,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12211,211,49316833,CHEMBL3586304,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15443,443,49320065,CHEMBL421504,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
16739,739,49321361,CHEMBL4529577,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
4566,566,49309188,CHEMBL501934,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13410,410,49318032,CHEMBL4104950,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18904,904,49323526,CHEMBL522558,7,R7 Peroxides,8,Glaxo,OO
3397,397,49308019,CHEMBL199844,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3045,45,49307667,CHEMBL355072,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18435,435,49323057,CHEMBL230313,7,R7 Peroxides,8,Glaxo,OO
12342,342,49316964,CHEMBL3622716,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7173,173,49311795,CHEMBL1626656,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4691,691,49309313,CHEMBL443863,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15341,341,49319963,CHEMBL2051994,4,R4 Sulphate esters,8,Glaxo,"COS(=O)O[C,c]"
6794,794,49311416,CHEMBL1475758,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14611,611,49319233,CHEMBL4643949,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14815,815,49319437,CHEMBL317049,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
16263,263,49320885,CHEMBL2288958,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
16969,969,49321591,CHEMBL603477,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
16313,313,49320935,CHEMBL2381420,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11795,795,49316417,CHEMBL3303351,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11110,110,49315732,CHEMBL3185138,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16455,455,49321077,CHEMBL3143707,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
3862,862,49308484,CHEMBL393528,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16328,328,49320950,CHEMBL3099665,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
16225,225,49320847,CHEMBL2165846,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
18442,442,49323064,CHEMBL243454,7,R7 Peroxides,8,Glaxo,OO
13003,3,49317625,CHEMBL3962610,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19471,471,49324093,CHEMBL1197732,7,R7 Peroxides,8,Glaxo,OO
15482,482,49320104,CHEMBL109357,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
2473,473,49307095,CHEMBL145181,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11638,638,49316260,CHEMBL3278289,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1949,949,49306571,CHEMBL324388,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4809,809,49309431,CHEMBL522740,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10405,405,49315027,CHEMBL2333735,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17268,268,49321890,CHEMBL3247718,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
9958,958,49314580,CHEMBL2269195,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19342,342,49323964,CHEMBL1092060,7,R7 Peroxides,8,Glaxo,OO
4193,193,49308815,CHEMBL271581,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5588,588,49310210,CHEMBL1084596,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16113,113,49320735,CHEMBL2006444,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
18883,883,49323505,CHEMBL493412,7,R7 Peroxides,8,Glaxo,OO
674,674,49305296,CHEMBL288612,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15505,505,49320127,CHEMBL140692,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
9594,594,49314216,CHEMBL2228907,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4016,16,49308638,CHEMBL245907,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13965,965,49318587,CHEMBL4285295,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3666,666,49308288,CHEMBL226923,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15624,624,49320246,CHEMBL378715,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
17989,989,49322611,CHEMBL337455,7,R7 Peroxides,8,Glaxo,OO
10723,723,49315345,CHEMBL2419314,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10347,347,49314969,CHEMBL2299290,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5018,18,49309640,CHEMBL550993,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18850,850,49323472,CHEMBL471597,7,R7 Peroxides,8,Glaxo,OO
15562,562,49320184,CHEMBL168127,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
4459,459,49309081,CHEMBL509376,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18704,704,49323326,CHEMBL462188,7,R7 Peroxides,8,Glaxo,OO
7255,255,49311877,CHEMBL1631377,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9911,911,49314533,CHEMBL2268946,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6118,118,49310740,CHEMBL1256822,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14376,376,49318998,CHEMBL4548644,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1252,252,49305874,CHEMBL421110,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14059,59,49318681,CHEMBL4294645,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2909,909,49307531,CHEMBL347189,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19383,383,49324005,CHEMBL1097099,7,R7 Peroxides,8,Glaxo,OO
19538,538,49324160,CHEMBL1213501,7,R7 Peroxides,8,Glaxo,OO
16158,158,49320780,CHEMBL2087678,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
3435,435,49308057,CHEMBL379459,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7530,530,49312152,CHEMBL1760526,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2878,878,49307500,CHEMBL160898,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12738,738,49317360,CHEMBL3814712,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17339,339,49321961,CHEMBL3248272,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
513,513,49305135,CHEMBL286813,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16934,934,49321556,CHEMBL471890,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
10811,811,49315433,CHEMBL3040795,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
638,638,49305260,CHEMBL37330,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4703,703,49309325,CHEMBL507363,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8969,969,49313591,CHEMBL2003968,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9927,927,49314549,CHEMBL2269070,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13804,804,49318426,CHEMBL4240540,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9794,794,49314416,CHEMBL2260221,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16295,295,49320917,CHEMBL2303979,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
14471,471,49319093,CHEMBL4586365,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19520,520,49324142,CHEMBL1213301,7,R7 Peroxides,8,Glaxo,OO
11459,459,49316081,CHEMBL3248590,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
391,391,49305013,CHEMBL24838,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9480,480,49314102,CHEMBL2165759,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
319,319,49304941,CHEMBL20451,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2602,602,49307224,CHEMBL435433,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19120,120,49323742,CHEMBL562438,7,R7 Peroxides,8,Glaxo,OO
17829,829,49322451,CHEMBL92455,7,R7 Peroxides,8,Glaxo,OO
4744,744,49309366,CHEMBL524142,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16870,870,49321492,CHEMBL131794,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
2795,795,49307417,CHEMBL348590,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2173,173,49306795,CHEMBL339698,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11149,149,49315771,CHEMBL3188316,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
251,251,49304873,CHEMBL278250,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2452,452,49307074,CHEMBL142102,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
643,643,49305265,CHEMBL39747,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13404,404,49318026,CHEMBL4104448,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14983,983,49319605,CHEMBL2259659,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
11240,240,49315862,CHEMBL3229464,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1704,704,49306326,CHEMBL318296,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
890,890,49305512,CHEMBL299128,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5470,470,49310092,CHEMBL1077521,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11812,812,49316434,CHEMBL3304777,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15495,495,49320117,CHEMBL133553,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
397,397,49305019,CHEMBL282518,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5723,723,49310345,CHEMBL1179253,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7361,361,49311983,CHEMBL1672684,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14868,868,49319490,CHEMBL156500,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
6675,675,49311297,CHEMBL1431475,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8871,871,49313493,CHEMBL1999333,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9693,693,49314315,CHEMBL2237349,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13112,112,49317734,CHEMBL4063813,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5028,28,49309650,CHEMBL549608,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
